city,GPSLatitude,GPSLontitude,DegreeLatitude,DegreeLontitude,code,zcode
新城区,40.85694203,111.6587741,40°51′24.99″,111°39′31.59″,471,150102
回民区,40.80736964,111.6170294,40°48′26.53″,111°37′1.31″,471,150103
玉泉区,40.75235614,111.6671872,40°45′8.48″,111°40′1.87″,471,150104
赛罕区,40.79074861,111.6950174,40°47′26.70″,111°41′42.06″,471,150105
土默特左旗,40.72577238,111.1558842,40°43′32.78″,111°9′21.18″,471,150121
托克托县,40.27641973,111.1876455,40°16′35.11″,111°11′15.52″,471,150122
和林格尔县,40.37798559,111.8149347,40°22′40.75″,111°48′53.77″,471,150123
清水河县,39.90805097,111.6797698,39°54′28.98″,111°40′47.17″,471,150124
武川县,41.0947841,111.4450054,41°5′41.22″,111°26′42.02″,471,150125
包头市,40.65628316,109.8346622,40°39′22.62″,109°50′4.78″,472,150200
东河区,40.582397,110.0234367,40°34′56.63″,110°1′24.37″,472,150202
昆都仑区,40.6410879,109.8324545,40°38′27.92″,109°49′56.84″,472,150203
青山区,40.64222077,109.8956955,40°38′31.99″,109°53′44.50″,472,150204
石拐区,40.67063581,110.2661279,40°40′14.29″,110°15′58.06″,472,150205
白云鄂博矿区,41.76784851,109.9678199,41°46′4.25″,109°58′4.15″,472,150206
九原区,40.60443276,109.9592694,40°36′15.96″,109°57′33.37″,472,150207
土默特右旗,40.56824722,110.5183174,40°34′5.69″,110°31′5.94″,472,150221
固阳县,41.01679218,110.0576,41°1′0.45″,110°3′27.36″,472,150222
达尔罕茂明安联合旗,41.69646825,110.4264965,41°41′47.29″,110°25′35.39″,472,150223
乌海市,39.68954559,106.8180669,39°41′22.36″,106°49′5.04″,473,150300
海勃湾区,39.66863946,106.8174676,39°40′7.10″,106°49′2.88″,473,150302
海南区,39.44070858,106.8867842,39°26′26.55″,106°53′12.42″,473,150303
乌达区,39.50479797,106.7129195,39°30′17.27″,106°42′46.51″,473,150304
赤峰市,42.25587957,118.8806869,42°15′21.17″,118°52′50.47″,476,150400
红山区,42.26321157,118.9530658,42°15′47.56″,118°57′11.04″,476,150402
元宝山区,42.03673462,119.2821742,42°2′12.24″,119°16′55.83″,476,150403
松山区,42.28419402,118.9263794,42°17′3.10″,118°55′34.97″,476,150404
阿鲁科尔沁旗,43.869986,120.0593435,43°52′11.95″,120°3′33.64″,476,150421
巴林左旗,43.96883274,119.3725753,43°58′7.80″,119°22′21.27″,476,150422
巴林右旗,43.5322626,118.6586664,43°31′56.15″,118°39′31.20″,476,150423
林西县,43.6144173,118.0522608,43°36′51.90″,118°3′8.14″,476,150424
克什克腾旗,43.26296721,117.5390478,43°15′46.68″,117°32′20.57″,476,150425
翁牛特旗,42.92931738,119.0236209,42°55′45.54″,119°1′25.04″,476,150426
喀喇沁旗,41.92527678,118.695667,41°55′31.00″,118°41′44.40″,476,150428
宁城县,41.59187729,119.3362778,41°35′30.76″,119°20′10.60″,476,150429
敖汉旗,42.28897565,119.9159663,42°17′20.31″,119°54′57.48″,476,150430
通辽市,43.61706336,122.2601902,43°37′1.43″,122°15′36.68″,475,150500
科尔沁区,43.62020025,122.2501916,43°37′12.72″,122°15′0.69″,475,150502
科尔沁左翼中旗,44.12446173,123.3062771,44°7′28.06″,123°18′22.60″,475,150521
科尔沁左翼后旗,42.94497385,122.3466768,42°56′41.91″,122°20′48.04″,475,150522
开鲁县,43.59777796,121.3130796,43°35′52.00″,121°18′47.09″,475,150523
库伦旗,42.72815967,121.769976,42°43′41.37″,121°46′11.91″,475,150524
奈曼旗,42.84588157,120.6604091,42°50′45.17″,120°39′37.47″,475,150525
扎鲁特旗,44.55468049,120.906148,44°33′16.85″,120°54′22.13″,475,150526
霍林郭勒市,45.52957942,119.6571064,45°31′46.49″,119°39′25.58″,475,150581
鄂尔多斯市,39.60723695,109.7755978,39°36′26.05″,109°46′32.15″,477,150600
东胜区,39.82135148,109.9575422,39°49′16.87″,109°57′27.15″,477,150602
达拉特旗,40.3991897,110.0270703,40°23′57.08″,110°1′37.45″,477,150621
准格尔旗,39.86307232,111.2334857,39°51′47.06″,111°14′0.55″,477,150622
鄂托克前旗,38.18179695,107.4722847,38°10′54.47″,107°28′20.22″,477,150623
鄂托克旗,39.08883768,107.9709553,39°5′19.82″,107°58′15.44″,477,150624
杭锦旗,39.83227087,108.7309777,39°49′56.18″,108°43′51.52″,477,150625
乌审旗,38.59029809,108.8407306,38°35′25.07″,108°50′26.63″,477,150626
伊金霍洛旗,39.56392734,109.7418104,39°33′50.14″,109°44′30.52″,477,150627
呼伦贝尔市,49.20960951,119.7583897,49°12′34.59″,119°45′30.20″,470,150700
海拉尔区,49.21024102,119.7290353,49°12′36.87″,119°43′44.53″,470,150702
阿荣旗,48.12358011,123.4524763,48°7′24.89″,123°27′8.91″,470,150721
莫力达瓦达斡尔族自治旗,48.47233794,124.4979548,48°28′20.42″,124°29′52.64″,470,150722
鄂伦春自治旗,50.59039698,123.7187267,50°35′25.43″,123°43′7.42″,470,150723
鄂温克族自治旗,49.14274624,119.7458014,49°8′33.89″,119°44′44.88″,470,150724
陈巴尔虎旗,49.32432599,119.4168506,49°19′27.57″,119°25′0.66″,470,150725
新巴尔虎左旗,48.21613841,118.262728,48°12′58.10″,118°15′45.82″,470,150726
新巴尔虎右旗,48.67037097,116.8162846,48°40′13.34″,116°48′58.62″,470,150727
满洲里市,49.58575837,117.4721543,49°35′8.73″,117°28′19.76″,470,150781
牙克石市,49.28394519,120.7052018,49°17′2.20″,120°42′18.73″,470,150782
扎兰屯市,48.0116013,122.7311263,48°0′41.76″,122°43′52.05″,470,150783
额尔古纳市,50.2408555,120.1726677,50°14′27.08″,120°10′21.60″,470,150784
根河市,50.77898125,121.5131628,50°46′44.33″,121°30′47.39″,470,150785
巴彦淖尔市,40.76472139,107.3810685,40°45′53.00″,107°22′51.85″,478,150800
临河区,40.75682236,107.4210738,40°45′24.56″,107°25′15.87″,478,150802
五原县,41.08684523,108.2622673,41°5′12.64″,108°15′44.16″,478,150821
磴口县,40.32945666,107.0031679,40°19′46.04″,107°0′11.40″,478,150822
乌拉特前旗,40.73579869,108.6470254,40°44′8.88″,108°38′49.29″,478,150823
乌拉特中旗,41.56648905,108.5211126,41°33′59.36″,108°31′16.01″,478,150824
乌拉特后旗,41.08258873,107.069219,41°4′57.32″,107°4′9.19″,478,150825
杭锦后旗,40.88437527,107.1454856,40°53′3.75″,107°8′43.75″,478,150826
乌兰察布市,40.99301248,113.1253055,40°59′34.84″,113°7′31.10″,474,150900
集宁区,41.03347718,113.107222,41°2′0.52″,113°6′26.00″,474,150902
卓资县,40.89335781,112.5708976,40°53′36.09″,112°34′15.23″,474,150921
化德县,41.90251971,114.0035608,41°54′9.07″,114°0′12.82″,474,150922
商都县,41.5602987,113.5709227,41°33′37.08″,113°34′15.32″,474,150923
兴和县,40.87087005,113.8274158,40°52′15.13″,113°49′38.70″,474,150924
凉城县,40.53028289,112.4971475,40°31′49.02″,112°29′49.73″,474,150925
察哈尔右翼前旗,40.78474365,113.2049109,40°47′5.08″,113°12′17.68″,474,150926
察哈尔右翼中旗,41.27585611,112.6288591,41°16′33.08″,112°37′43.89″,474,150927
察哈尔右翼后旗,41.43407038,113.1838038,41°26′2.65″,113°11′1.69″,474,150928
四子王旗,41.53157056,111.699655,41°31′53.65″,111°41′58.76″,474,150929
丰镇市,40.43556646,113.1028439,40°26′8.04″,113°6′10.24″,474,150981
兴安盟,46.07552935,122.0608515,46°4′31.91″,122°3′39.07″,482,152200
乌兰浩特市,46.07124393,122.086792,46°4′16.48″,122°5′12.45″,482,152201
阿尔山市,47.17577096,119.9369527,47°10′32.78″,119°56′13.03″,482,152202
科尔沁右翼前旗,46.07735946,121.9473767,46°4′38.49″,121°56′50.56″,482,152221
科尔沁右翼中旗,45.058806,121.4704199,45°3′31.70″,121°28′13.51″,482,152222
扎赉特旗,46.72297789,122.9011836,46°43′22.72″,122°54′4.26″,482,152223
突泉县,45.37953756,121.5880325,45°22′46.34″,121°35′16.92″,482,152224
锡林郭勒盟,43.93127123,116.0413985,43°55′52.58″,116°2′29.03″,479,152500
二连浩特市,43.65115164,111.9707386,43°39′4.15″,111°58′14.66″,479,152501
锡林浩特市,43.93116641,116.0791441,43°55′52.20″,116°4′44.92″,479,152502
阿巴嘎旗,44.01986027,114.9621127,44°1′11.50″,114°57′43.61″,479,152522
苏尼特左旗,43.85499974,113.6435324,43°51′18.00″,113°38′36.72″,479,152523
苏尼特右旗,42.74516015,112.650577,42°44′42.58″,112°39′2.08″,479,152524
东乌珠穆沁旗,45.50811864,116.9650132,45°30′29.23″,116°57′54.05″,479,152525
西乌珠穆沁旗,44.58626223,117.6020338,44°35′10.54″,117°36′7.32″,479,152526
太仆寺旗,41.87506312,115.2763985,41°52′30.23″,115°16′35.03″,479,152527
镶黄旗,42.23050017,113.8403991,42°13′49.80″,113°50′25.44″,479,152528
正镶白旗,42.3066056,114.991005,42°18′23.78″,114°59′27.62″,479,152529
正蓝旗,42.2503449,115.9972062,42°15′1.24″,115°59′49.94″,479,152530
多伦县,42.20148085,116.4791884,42°12′5.33″,116°28′45.08″,479,152531
阿拉善盟,38.85132383,105.7246936,38°51′4.77″,105°43′28.90″,483,152900
阿拉善左旗,38.83295132,105.6621731,38°49′58.62″,105°39′43.82″,483,152921
阿拉善右旗,39.21466724,101.6689083,39°12′52.80″,101°40′8.07″,483,152922
额济纳旗,41.95666319,101.0666756,41°57′23.99″,101°4′0.03″,483,152923
沈阳市,41.80328501,123.4253224,41°48′11.83″,123°25′31.16″,24,210100
和平区,41.78736995,123.4142348,41°47′14.53″,123°24′51.25″,24,210102
沈河区,41.79370781,123.4526,41°47′37.35″,123°27′9.36″,24,210103
大东区,41.80286958,123.4638823,41°48′10.33″,123°27′49.98″,24,210104
皇姑区,41.81775619,123.4191068,41°49′3.92″,123°25′8.78″,24,210105
铁西区,41.80010693,123.3706203,41°48′0.38″,123°22′14.23″,24,210106
苏家屯区,41.66270285,123.3377797,41°39′45.73″,123°20′16.01″,24,210111
东陵区,41.7674063,123.4588459,41°46′2.66″,123°27′31.85″,24,210112
沈北新区,42.05089761,123.5208445,42°3′3.23″,123°31′15.04″,24,210113
于洪区,41.79172503,123.3020928,41°47′30.21″,123°18′7.53″,24,210114
辽中县,41.50963279,122.7263323,41°30′34.68″,122°43′34.80″,24,210122
康平县,42.74754319,123.3473446,42°44′51.16″,123°20′50.44″,24,210123
法库县,42.50157346,123.4021455,42°30′5.66″,123°24′7.72″,24,210124
新民市,41.99546329,122.8226671,41°59′43.67″,122°49′21.60″,24,210181
大连市,38.91325595,121.6097417,38°54′47.72″,121°36′35.07″,411,210200
中山区,38.91776966,121.6400349,38°55′3.97″,121°38′24.13″,411,210202
西岗区,38.91390695,121.6075067,38°54′50.07″,121°36′27.02″,411,210203
沙河口区,38.9045886,121.5752223,38°54′16.52″,121°34′30.80″,411,210204
甘井子区,38.94943149,121.5608948,38°56′57.95″,121°33′39.22″,411,210211
旅顺口区,38.85079425,121.2567817,38°51′2.86″,121°15′24.41″,411,210212
金州区,39.09913792,121.7141043,39°5′56.90″,121°42′50.78″,411,210213
长海县,39.27177399,122.5839122,39°16′18.39″,122°35′2.08″,411,210224
瓦房店市,39.62587854,121.9745732,39°37′33.16″,121°58′28.46″,411,210281
普兰店市,39.39323792,121.958254,39°23′35.66″,121°57′29.71″,411,210282
庄河市,39.67998231,122.9619106,39°40′47.94″,122°57′42.88″,411,210283
鞍山市,41.1066585,122.9891958,41°6′23.97″,122°59′21.10″,412,210300
铁东区,41.0878836,122.9854047,41°5′16.38″,122°59′7.46″,412,210302
铁西区,41.11793928,122.9643075,41°7′4.58″,122°57′51.51″,412,210303
立山区,41.1481651,123.0233072,41°8′53.39″,123°1′23.91″,412,210304
千山区,41.07414327,122.9550137,41°4′26.92″,122°57′18.05″,412,210311
台安县,41.41047879,122.430735,41°24′37.72″,122°25′50.65″,412,210321
岫岩满族自治县,40.27888174,123.2815675,40°16′43.97″,123°16′53.64″,412,210323
海城市,40.88071409,122.6800403,40°52′50.57″,122°40′48.15″,412,210381
抚顺市,41.87872723,123.9514413,41°52′43.42″,123°57′5.19″,413,210400
新抚区,41.85985949,123.907143,41°51′35.49″,123°54′25.71″,413,210402
东洲区,41.85077947,124.0326427,41°51′2.81″,124°1′57.51″,413,210403
望花区,41.85096834,123.7785655,41°51′3.49″,123°46′42.84″,413,210404
顺城区,41.8812502,123.9392947,41°52′52.50″,123°56′21.46″,413,210411
抚顺县,41.92094325,124.0923654,41°55′15.40″,124°5′32.52″,413,210421
新宾满族自治县,41.73184101,125.0338502,41°43′54.63″,125°2′1.86″,413,210422
清原满族自治县,42.09844541,124.9183377,42°5′54.40″,124°55′6.02″,413,210423
本溪市,41.29209215,123.7605949,41°17′31.53″,123°45′38.14″,414,210500
平山区,41.29761041,123.7630363,41°17′51.40″,123°45′46.93″,414,210502
溪湖区,41.32710864,123.7617511,41°19′37.59″,123°45′42.30″,414,210503
明山区,41.30624395,123.8116625,41°18′22.48″,123°48′41.98″,414,210504
南芬区,41.09845721,123.7389801,41°5′54.45″,123°44′20.33″,414,210505
本溪满族自治县,41.30012301,124.1158209,41°18′0.44″,124°6′56.96″,414,210521
桓仁满族自治县,41.26487418,125.3548004,41°15′53.55″,125°21′17.28″,414,210522
丹东市,40.12576492,124.3790872,40°7′32.75″,124°22′44.71″,415,210600
元宝区,40.13494092,124.3899312,40°8′5.79″,124°23′23.75″,415,210602
振兴区,40.10359518,124.3545348,40°6′12.94″,124°21′16.33″,415,210603
振安区,40.15671618,124.4223738,40°9′24.18″,124°25′20.55″,415,210604
宽甸满族自治县,40.72966658,124.7779308,40°43′46.80″,124°46′40.55″,415,210624
东港市,39.8614762,124.1469061,39°51′41.31″,124°8′48.86″,415,210681
凤城市,40.45068099,124.0609727,40°27′2.45″,124°3′39.50″,415,210682
锦州市,41.09307352,121.1214196,41°5′35.06″,121°7′17.11″,416,210700
古塔区,41.11518114,121.1226743,41°6′54.65″,121°7′21.63″,416,210702
凌河区,41.1129369,121.1452848,41°6′46.57″,121°8′43.03″,416,210703
太和区,41.10721798,121.0978816,41°6′25.98″,121°5′52.37″,416,210711
黑山县,41.69193752,122.1151821,41°41′30.98″,122°6′54.66″,416,210726
义县,41.53085151,121.2337685,41°31′51.07″,121°14′1.57″,416,210727
凌海市,41.17149536,121.3519373,41°10′17.38″,121°21′6.97″,416,210781
北镇市,41.59269453,121.7933188,41°35′33.70″,121°47′35.95″,416,210782
营口市,40.66549047,122.229814,40°39′55.77″,122°13′47.33″,417,210800
站前区,40.67110741,122.2538009,40°40′15.99″,122°15′13.68″,417,210802
西市区,40.66481266,122.2011944,40°39′53.33″,122°12′4.30″,417,210803
鲅鱼圈区,40.2619833,122.1239847,40°15′43.14″,122°7′26.34″,417,210804
老边区,40.67856601,122.3745915,40°40′42.84″,122°22′28.53″,417,210811
盖州市,40.39896072,122.343528,40°23′56.26″,122°20′36.70″,417,210881
大石桥市,40.64309147,122.5039865,40°38′35.13″,122°30′14.35″,417,210882
阜新市,42.01951879,121.6649338,42°1′10.27″,121°39′53.76″,418,210900
海州区,42.01127949,121.6508967,42°0′40.61″,121°39′3.23″,418,210902
新邱区,42.08545051,121.7870582,42°5′7.62″,121°47′13.41″,418,210903
太平区,42.00854092,121.6732434,42°0′30.75″,121°40′23.68″,418,210904
清河门区,41.78070787,121.4103169,41°46′50.55″,121°24′37.14″,418,210905
细河区,42.02321648,121.6747174,42°1′23.58″,121°40′28.98″,418,210911
阜新蒙古族自治县,42.06297291,121.7523864,42°3′46.70″,121°45′8.59″,418,210921
彰武县,42.38444317,122.5335305,42°23′4.00″,122°32′0.71″,418,210922
辽阳市,41.26732385,123.1670176,41°16′2.37″,123°10′1.26″,419,211000
白塔区,41.26808825,123.1688798,41°16′5.12″,123°10′7.97″,419,211002
文圣区,41.26054827,123.1794288,41°15′37.97″,123°10′45.94″,419,211003
宏伟区,41.21557079,123.1909049,41°12′56.05″,123°11′27.26″,419,211004
弓长岭区,41.14966252,123.4135753,41°8′58.79″,123°24′48.87″,419,211005
太子河区,41.25123315,123.1760239,41°15′4.44″,123°10′33.69″,419,211011
辽阳县,41.20312961,123.0998263,41°12′11.27″,123°5′59.37″,419,211021
灯塔市,41.4241036,123.3333575,41°25′26.77″,123°20′0.09″,419,211081
盘锦市,41.11791582,122.0652316,41°7′4.50″,122°3′54.83″,427,211100
